Track Name,Artist Name,Lyrics,Writers,Producers,Genius_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,clean_lyrics,Popularity
Wrecking Ball,Miley Cyrus,"174 ContributorsTranslationsTürkçePortuguêsالعربيةDeutschWrecking Ball Lyrics[Verse 1]
We clawed, we chained our hearts in vain
We jumped, never asking why
We kissed, I fell under your spell
A love no one could deny
[Pre-Chorus]
Don't you ever say I just walked away
I will always want you
I can't live a lie, running for my life
I will always want you

[Chorus]
I came in like a wrecking ball
I never hit so hard in love
All I wanted was to break your walls
All you ever did was wreck me
Yeah, you, you wreck me

[Verse 2]
I put you high up in the sky
And now, you're not coming down
It slowly turned, you let me burn
And now, we're ashes on the ground
[Pre-Chorus]
Don't you ever say I just walked away
I will always want you
I can't live a lie, running for my life
I will always want you
You might also like[Chorus]
I came in like a wrecking ball
I never hit so hard in love
All I wanted was to break your walls
All you ever did was wreck me
I came in like a wrecking ball
Yeah, I just closed my eyes and swung
Left me crashing in a blazing fall
All you ever did was wreck me
Yeah, you, you wreck me

[Bridge]
I never meant to start a war
I just wanted you to let me in
And instead of using force
I guess I should've let you win
I never meant to start a war
I just wanted you to let me in
I guess I should've let you win

[Pre-Chorus]
Don't you ever say I just walked away
I will always want you

[Chorus]
I came in like a wrecking ball
I never hit so hard in love
All I wanted was to break your walls
All you ever did was wreck me
I came in like a wrecking ball
Yeah, I just closed my eyes and swung
Left me crashing in a blazing fall
All you ever did was wreck me
Yeah, you, you wreck me
[Outro]
Yeah, you, you wreck me171Embed","['David Yungin Kim', 'Cirkut', 'MoZella', 'Sacha Skarbek', 'Stephan Moccio', 'Dr. Luke']","['Dr. Luke', 'Cirkut']",209747,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,audio_features,2vwlzO0Qp8kfEtzTsCXfyE,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,https://api.spotify.com/v1/tracks/2vwlzO0Qp8kfEtzTsCXfyE,https://api.spotify.com/v1/audio-analysis/2vwlzO0Qp8kfEtzTsCXfyE,221360,4," we clawed, we chained our hearts in vain we jumped, never asking why we kissed, i fell under your spell a love no one could deny  i came in like a wrecking ball i never hit so hard in love all i wanted was to break your walls all you ever did was wreck me yeah, you, you wreck me   don't you ever say i just walked away i will always want you i can't live a lie, running for my life i will always want you you might also like i never meant to start a war i just wanted you to let me in and instead of using force i guess i should've let you win i never meant to start a war i just wanted you to let me in i guess i should've let you win   i came in like a wrecking ball i never hit so hard in love all i wanted was to break your walls all you ever did was wreck me i came in like a wrecking ball yeah, i just closed my eyes and swung left me crashing in a blazing fall all you ever did was wreck me yeah, you, you wreck me [outro] yeah, you, you wreck me7",78
Ho Hey,The Lumineers,"46 ContributorsTranslationsDeutschPortuguêsHo Hey Lyrics[Intro]
Ho! Hey!
Ho! Hey!
Ho!

[Verse 1]
I've been tryin' to do it right (Hey!)
I've been livin' a lonely life (Ho!)
I've been sleepin' here instead (Hey!)
I've been sleepin' in my bed (Ho!)
Sleepin' in my bed (Hey! Ho! Ho!)

[Verse 2]
So show me family (Hey!)
All the blood that I would bleed (Ho!)
I don't know where I belong (Hey!)
I don't know where I went wrong (Ho!)
But I can write a song (Hey!)

[Chorus]
(One, two, three)
I belong with you, you belong with me
You're my sweetheart
I belong with you, you belong with me
You're my sweet—
[Post-Chorus]
Ho! Hey! (Come on, now)
Ho! He-hey! (Woo)
Ho!

[Verse 3]
I don't think you're right for him (Hey!)
Look at what it might have been if you (Ho!)
Took a bus to China Town (Hey!)
I'd be standin' on Canal (Ho!)
And Bowery (Hey! Ho!)
She'd be standin' next to me (Hey!)

[Chorus]
(One, two, three)
I belong with you, you belong with me
You're my sweetheart
I belong with you, you belong with me
You're my sweetheart

[Bridge]
Love, we need it now
Let's hope for some
'Cause oh, we're bleedin' out

[Chorus]
I belong with you, you belong with me
You're my sweetheart
I belong with you, you belong with me
You're my sweet—
[Outro]
Ho! Hey!
Ho! (Last one) Hey!You might also like55Embed","['Jeremiah Fraites', 'Wesley Schultz']",['Ryan Hadlock'],92021,0.682,0.471,0,-9.182,1,0.0302,0.768,0.0,0.0908,0.421,79.907,audio_features,1K3LRUEcUz5FMtPYyg0F45,spotify:track:1K3LRUEcUz5FMtPYyg0F45,https://api.spotify.com/v1/tracks/1K3LRUEcUz5FMtPYyg0F45,https://api.spotify.com/v1/audio-analysis/1K3LRUEcUz5FMtPYyg0F45,163133,4," ho! hey! ho! hey! ho!   so show me family (hey!) all the blood that i would bleed (ho!) i don't know where i belong (hey!) i don't know where i went wrong (ho!) but i can write a song (hey!)   ho! hey! (come on, now) ho! he-hey! (woo) ho!   (one, two, three) i belong with you, you belong with me you're my sweetheart i belong with you, you belong with me you're my sweetheart   i belong with you, you belong with me you're my sweetheart i belong with you, you belong with me you're my sweet— [outro] ho! hey! ho! (last one) hey!you might also like",34
Team,Lorde,"132 ContributorsTranslationsEspañolFrançaisItalianoPortuguêsTeam Lyrics[Intro]
Wait till you're announced
We've not yet lost all our graces
The hounds will stay in chains
Look upon Your Greatness and she'll
Send the call out, send the call out
Send the call out, send the call out
Send the call out, send the call out
Send the call out, send the call out
Send the call out, send the call out
Send the call out, send the call out
Send the call out, send the call out
Send the call out, send the call out

[Verse 1]
Call all the ladies out
They're in their finery
A hundred jewels on throats
A hundred jewels between teeth
Now bring my boys in
Their skin in craters like the moon
The moon we love like a brother
While he glows through the room

[Pre-Chorus]
Dancin' around the lies we tell
Dancin' around big eyes, as well
Even the comatose
They don't dance and tell
You might also like[Chorus]
We live in cities you'll never see on-screen
Not very pretty, but we sure know how to run things
Livin' in ruins of a palace within my dreams
And you know, we're on each other's team

[Post-Chorus]
I'm kind of over gettin' told to throw my hands up in the air
So there

[Verse 2]
So all the cups got broke
Shards beneath our feet
But it wasn't my fault
And everyone's competing
For a love they won't receive
'Cause what this palace wants is release

[Chorus]
We live in cities you'll never see on-screen
Not very pretty, but we sure know how to run things
Livin' in ruins of a palace within my dreams
And you know, we're on each other's team

[Post-Chorus]
I'm kind of over gettin' told to throw my hands up in the air
So there
I'm kind of older than I was when I reveled without a care
So there
[Chorus]
We live in cities you'll never see on-screen
Not very pretty, but we sure know how to run things
Livin' in ruins of a palace within my dreams
And you know, we're on each other's team

[Outro]
We're on each other's team
And you know, we're on each other's team
We're on each other's team
And you know, and you know, and you know330Embed","['Joel Little', 'Lorde']",['Joel Little'],217372,0.691,0.578,6,-7.436,1,0.106,0.167,0.0,0.305,0.412,99.984,audio_features,3G6hD9B2ZHOsgf4WfNu7X1,spotify:track:3G6hD9B2ZHOsgf4WfNu7X1,https://api.spotify.com/v1/tracks/3G6hD9B2ZHOsgf4WfNu7X1,https://api.spotify.com/v1/audio-analysis/3G6hD9B2ZHOsgf4WfNu7X1,193059,4," wait till you're announced we've not yet lost all our graces the hounds will stay in chains look upon your greatness and she'll send the call out, send the call out send the call out, send the call out send the call out, send the call out send the call out, send the call out send the call out, send the call out send the call out, send the call out send the call out, send the call out send the call out, send the call out   dancin' around the lies we tell dancin' around big eyes, as well even the comatose they don't dance and tell you might also like i'm kind of over gettin' told to throw my hands up in the air so there   we live in cities you'll never see on-screen not very pretty, but we sure know how to run things livin' in ruins of a palace within my dreams and you know, we're on each other's team   we live in cities you'll never see on-screen not very pretty, but we sure know how to run things livin' in ruins of a palace within my dreams and you know, we're on each other's team  [outro] we're on each other's team and you know, we're on each other's team we're on each other's team and you know, and you know, and you know33",74
Let Her Go,Passenger,"162 ContributorsTranslationsTürkçeΕλληνικάFrançaisDeutschLet Her Go Lyrics[Produced by Mike Rosenberg and Chris Vallejo]
[Video by Dave Jensen and Tavic]

[Chorus]
Well, you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go

[Post-Chorus]
And you let her go

[Verse 1]
Staring at the bottom of your glass
Hoping one day you'll make a dream last
But dreams come slow and they go so fast
You see her when you close your eyes
Maybe one day you'll understand why
Everything you touch surely dies

[Chorus]
But you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go
See Passenger LiveGet tickets as low as $25You might also like[Verse 2]
Staring at the ceiling in the dark
Same old empty feeling in your heart
'Cause love comes slow and it goes so fast
Well, you see her when you fall asleep
But never to touch and never to keep
'Cause you loved her too much and you dived too deep

[Chorus]
Well, you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go

[Post-Chorus]
And you let her go, oh, woah, mm, oh
And you let her go, oh, woah, uh, no
Well, you let her go

[Chorus]
'Cause you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go
[Outro]
'Cause you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go
And you let her go344Embed",['Passenger'],"['Chris Vallejo', 'Passenger']",135402,0.445,0.541,7,-7.36,1,0.0736,0.359,0.0,0.109,0.217,76.289,audio_features,2pUpNOgJBIBCcjyQZQ00qU,spotify:track:2pUpNOgJBIBCcjyQZQ00qU,https://api.spotify.com/v1/tracks/2pUpNOgJBIBCcjyQZQ00qU,https://api.spotify.com/v1/audio-analysis/2pUpNOgJBIBCcjyQZQ00qU,252733,4,"  well, you only need the light when it's burning low only miss the sun when it starts to snow only know you love her when you let her go only know you've been high when you're feeling low only hate the road when you're missing home only know you love her when you let her go   staring at the bottom of your glass hoping one day you'll make a dream last but dreams come slow and they go so fast you see her when you close your eyes maybe one day you'll understand why everything you touch surely dies   staring at the ceiling in the dark same old empty feeling in your heart 'cause love comes slow and it goes so fast well, you see her when you fall asleep but never to touch and never to keep 'cause you loved her too much and you dived too deep   and you let her go, oh, woah, mm, oh and you let her go, oh, woah, uh, no well, you let her go   'cause you only need the light when it's burning low only miss the sun when it starts to snow only know you love her when you let her go only know you've been high when you're feeling low only hate the road when you're missing home only know you love her when you let her go and you let her go3",77
Unconditionally,Katy Perry,"59 ContributorsTranslationsItalianoTürkçeСрпскиUnconditionally Lyrics[Verse 1]
Oh no, did I get too close?
Oh, did I almost see what's really on the inside?
All your insecurities
All the dirty laundry
Never made me blink one time

[Chorus]
Unconditional, unconditionally
I will love you unconditionally
There is no fear now
Let go and just be free
I will love you unconditionally

[Verse 2]
So come just as you are to me
Don't need apologies
Know that you are worthy
I'll take your bad days with your good
Walk through the storm, I would
I'd do it all because I love you
I love you

[Chorus]
Unconditional, unconditionally
I will love you unconditionally
There is no fear now
Let go and just be free
I will love you unconditionally
See Katy Perry LiveGet tickets as low as $107You might also like[Post-Chorus]
So open up your heart and just let it begin
Open up your heart and just let it begin
Open up your heart and just let it begin
Open up your heart

[Bridge]
Acceptance is the key to be
To be truly free
Will you do the same for me?

[Chorus]
Unconditional, unconditionally
I will love you unconditionally
And there is no fear now
Let go and just be free
'Cause I will love you unconditionally, oh yeah

[Outro]
I will love you (Unconditionally)
I will love you
I will love you unconditionally50Embed","['Max Martin', 'Dr. Luke', 'Katy Perry', 'Cirkut']","['Cirkut', 'Dr. Luke', 'Max Martin']",239156,0.432,0.725,7,-4.862,1,0.0431,0.00273,0.0,0.208,0.353,128.902,audio_features,009ImBOrIUlWgla8U05RAC,spotify:track:009ImBOrIUlWgla8U05RAC,https://api.spotify.com/v1/tracks/009ImBOrIUlWgla8U05RAC,https://api.spotify.com/v1/audio-analysis/009ImBOrIUlWgla8U05RAC,228879,4," oh no, did i get too close? oh, did i almost see what's really on the inside? all your insecurities all the dirty laundry never made me blink one time   so come just as you are to me don't need apologies know that you are worthy i'll take your bad days with your good walk through the storm, i would i'd do it all because i love you i love you   so open up your heart and just let it begin open up your heart and just let it begin open up your heart and just let it begin open up your heart   unconditional, unconditionally i will love you unconditionally and there is no fear now let go and just be free 'cause i will love you unconditionally, oh yeah  [outro] i will love you (unconditionally) i will love you i will love you unconditionally5",76
I Knew You Were Trouble.,Taylor Swift,"127 ContributorsTranslationsEspañolPortuguêsFrançaisDeutschI Knew You Were Trouble Lyrics[Intro]

[Verse 1]
Once upon a time, a few mistakes ago
I was in your sights, you got me alone
You found me, you found me
You found me-e-e-e-e
I guess you didn't care and I guess I liked that
And when I fell hard, you took a step back
Without me, without me
Without me-e-e-e-e

[Pre-Chorus]
And he's long gone when he's next to me
And I realize the blame is on me

[Chorus]
'Cause I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been
'Til you put me down, oh
I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been
Now, I'm lying on the cold, hard ground
See Taylor Swift LiveGet tickets as low as $446You might also like[Post-Chorus]
Oh, oh-oh
Trouble, trouble, trouble
Oh, oh-oh
Trouble, trouble, trouble

[Verse 2]
No apologies, he'll never see you cry
Pretends he doesn't know that he's the reason why
You're drowning, you're drowning
You're drowning-ing-ing-ing-ing
And I heard you moved on from whispers on the street
A new notch in your belt is all I'll ever be
And now, I see, now, I see
Now, I see-e-e-e-e

[Pre-Chorus]
He was long gone when he met me
And I realize the joke is on me, yeah

[Chorus]
I knew you were trouble when you walked in (Oh)
So shame on me now
Flew me to places I'd never been
'Til you put me down, oh
I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been (Yeah)
Now, I'm lying on the cold, hard ground
[Post-Chorus]
Oh, oh-oh
Trouble, trouble, trouble (Yeah, trouble)
Oh, oh-oh
Trouble, trouble, trouble

[Bridge]
And the saddest fear
Comes creeping in
That you never loved me
Or her, or anyone, or anything, yeah

[Chorus]
I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been (Never been)
'Til you put me down, oh
I knew you were trouble when you walked in (Knew it right there)
So shame on me now (Knew it right there)
Flew me to places I'd never been (Ooh)
Now, I'm lying on the cold, hard ground

[Post-Chorus]
Oh, oh-oh
Trouble, trouble, trouble (Oh)
Oh, oh-oh
Trouble, trouble, trouble
I knew you were trouble when you walked in
Trouble, trouble, trouble
I knew you were trouble when you walked in
Trouble, trouble, trouble
[Outro]113Embed","['Shellback', 'Max Martin', 'Taylor Swift']","['Shellback', 'Max Martin']",92224,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,audio_features,6FB3v4YcR57y4tXFcdxI1E,spotify:track:6FB3v4YcR57y4tXFcdxI1E,https://api.spotify.com/v1/tracks/6FB3v4YcR57y4tXFcdxI1E,https://api.spotify.com/v1/audio-analysis/6FB3v4YcR57y4tXFcdxI1E,219720,4,"   and he's long gone when he's next to me and i realize the blame is on me   oh, oh-oh trouble, trouble, trouble oh, oh-oh trouble, trouble, trouble   he was long gone when he met me and i realize the joke is on me, yeah   oh, oh-oh trouble, trouble, trouble (yeah, trouble) oh, oh-oh trouble, trouble, trouble   i knew you were trouble when you walked in so shame on me now flew me to places i'd never been (never been) 'til you put me down, oh i knew you were trouble when you walked in (knew it right there) so shame on me now (knew it right there) flew me to places i'd never been (ooh) now, i'm lying on the cold, hard ground  11",76
Try,P!nk,"39 ContributorsTranslationsΕλληνικάTry Lyrics[Verse 1]
Ever wonder about what he's doing
How it all turned to lies?
Sometimes I think﻿ that it's better
To never ask why

[Chorus]
Where there is desire, there is gonna be a flame
Where there is a flame, someone's bound to get burned
But just because it burns doesn't mean you're gonna die
You've gotta get up and try, try, try
Gotta get up and try, try, try
You gotta get up and try, try, try

[Bridge]
Eh, eh, eh

[Verse 2]
Funny how the heart can be deceiving
More than just a couple times
Why do we fall in love so easy?
Even when it's not right

[Chorus]
Where there is desire, there is gonna be a flame
Where there is a flame, someone's bound to get burned
But just because it burns doesn't mean you're gonna die
You've gotta get up and try, try, try
Gotta get up and try, try, try
You gotta get up and try, try, try
See P!nk LiveGet tickets as low as $9You might also like[Verse 3]
Ever worried that it might be ruined
And does it make you wanna cry?
When you're out there doing what you're doing
Are you just getting by?
Tell me, are you just getting by, by, by?

[Chorus]
Where there is desire, there is gonna be a flame
Where there is a flame, someone's bound to get burned
But just because it burns doesn't mean you're gonna die
You've gotta get up and try, try, try
Gotta get up and try, try, try
You gotta get up and try, try, try
Gotta get up and try, try, try
Gotta get up and try, try, try
You gotta get up and try, try, try
Gotta get up and try, try, try

[Outro]
You gotta get up and try, try, try
Gotta get up and try, try, try33Embed","['Ben West', 'busbee']",['Greg Kurstin'],100386,0.674,0.628,2,-7.079,1,0.03,0.00144,0.0,0.0944,0.552,103.998,audio_features,1jF7IL57ayN4Ity3jQqGu0,spotify:track:1jF7IL57ayN4Ity3jQqGu0,https://api.spotify.com/v1/tracks/1jF7IL57ayN4Ity3jQqGu0,https://api.spotify.com/v1/audio-analysis/1jF7IL57ayN4Ity3jQqGu0,247907,4," ever wonder about what he's doing how it all turned to lies? sometimes i think﻿ that it's better to never ask why   eh, eh, eh   where there is desire, there is gonna be a flame where there is a flame, someone's bound to get burned but just because it burns doesn't mean you're gonna die you've gotta get up and try, try, try gotta get up and try, try, try you gotta get up and try, try, try see p!nk liveget tickets as low as $9you might also like where there is desire, there is gonna be a flame where there is a flame, someone's bound to get burned but just because it burns doesn't mean you're gonna die you've gotta get up and try, try, try gotta get up and try, try, try you gotta get up and try, try, try gotta get up and try, try, try gotta get up and try, try, try you gotta get up and try, try, try gotta get up and try, try, try  [outro] you gotta get up and try, try, try gotta get up and try, try, try",80
Beauty And A Beat,Justin Bieber,"131 ContributorsTranslationsУкраїнськаBeauty and a Beat Lyrics[Intro: Nicki Minaj]
Yeah
Young Money
Nicki Minaj
Justin, rrr

[Verse 1: Justin Bieber]
Show you off
Tonight, I wanna show you off (Ayy-ayy-ayy)
What you got
A billion could've never bought (Ayy-ayy-ayy)

[Pre-Chorus: Justin Bieber]
We gonna party like it's 3012 tonight
I wanna show you all the finer things in life
So just forget about the world, we young tonight
I'm coming for ya, I'm coming for ya

[Chorus: Justin Bieber]
'Cause all I need
Is a beauty and a beat
Who can make my life complete
It's all 'bout you
When the music makes you move
Baby, do it like you do
Cause all-
You might also like[Instrumental Drop]

[Verse 2: Justin Bieber]
Body rock
Girl, I can feel your body rock (Ayy-ayy-ayy)
Take a bow
You're on the hottest ticket now, ooh (Ayy-ayy-ayy)

[Pre-Chorus: Justin Bieber]
We gonna party like it's 3012 tonight
I want to show you all the finer things in life
So just forget about the world, we young tonight
I'm coming for ya, I'm coming for ya

[Chorus: Justin Bieber & Nicki Minaj]
'Cause all I need
Is a beauty and a beat
Who can make my life complete
It's all 'bout you
When the music makes you move
Baby, do it like you do (Uh, uh)
Cause all-

[Verse 3: Nicki Minaj, Justin Bieber]
I-I-I-I-In time, ink lines
B-B-Bitches couldn't get on my incline
World tours, i-i-it's mine
Ten little letters on a big sign
Justin Bieber
You know I'ma hit 'em with the ether
Buns out, wiener
But I gotta keep an eye out for Selener
B-B-Beauty, beauty and the beast
Beauty from the East
Beautiful confessions of the priest
Beast, beauty from the streets
Beat will get deceased
Every time Beauty on the beat eats
Body rock (Yeah, yeah)
Oh (Yeah, yeah)
I wanna feel your body rock (Let's go, let's go)
(Frrrrr, yeah)
[Chorus: Justin Bieber]
'Cause all I need (All I need is love)
Is a beauty and a beat (A beat)
Who can make my life complete (Complete, oh-oh-oh, oh woah)
It's all 'bout you (All I need is you)
When the music makes you move
Baby, do it like you do (Do)
Cause all-

[Instrumental Drop]46Embed","['Nicki Minaj', 'Savan Kotecha', 'Zedd', 'Max Martin']","['Max Martin', 'Zedd', 'Kuk Harrell']",77735,0.602,0.843,0,-4.831,1,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003,audio_features,190jyVPHYjAqEaOGmMzdyk,spotify:track:190jyVPHYjAqEaOGmMzdyk,https://api.spotify.com/v1/tracks/190jyVPHYjAqEaOGmMzdyk,https://api.spotify.com/v1/audio-analysis/190jyVPHYjAqEaOGmMzdyk,227987,4," yeah young money nicki minaj justin, rrr   we gonna party like it's 3012 tonight i wanna show you all the finer things in life so just forget about the world, we young tonight i'm coming for ya, i'm coming for ya     we gonna party like it's 3012 tonight i want to show you all the finer things in life so just forget about the world, we young tonight i'm coming for ya, i'm coming for ya   i-i-i-i-in time, ink lines b-b-bitches couldn't get on my incline world tours, i-i-it's mine ten little letters on a big sign justin bieber you know i'ma hit 'em with the ether buns out, wiener but i gotta keep an eye out for selener b-b-beauty, beauty and the beast beauty from the east beautiful confessions of the priest beast, beauty from the streets beat will get deceased every time beauty on the beat eats body rock (yeah, yeah) oh (yeah, yeah) i wanna feel your body rock (let's go, let's go) (frrrrr, yeah) 4",75
Love Me Again,John Newman,"53 ContributorsTranslationsPortuguêsDeutschLove Me Again Lyrics[Verse 1]
Know I've done wrong
I left your heart torn
Is that what devils do?
Took you so low
Where only fools go
I shook the angel in you

[Pre-Chorus]
Now I'm rising from the ground
Rising up to you
Filled with all the strength I found
There's nothing I can't do

[Chorus]
I need to know now, know now
Can you love me again?
I need to know now, know now
Can you love me again?
I need to know now, know now
Can you love me again?
I need to know now, know now
Can you love me again?
Can you love me again?

[Verse 2]
It's unforgivable
I stole and burnt your soul
Is that what demons do?
They rule the worst of me
Destroy everything
They bring down angels like you
See John Newman LiveGet tickets as low as $76You might also like[Pre-Chorus]
Now I'm rising from the ground
Rising up to you
Filled with all the strength I found
There's nothing I can't do

[Chorus]
I need to know now, know now
Can you love me again?
I need to know now, know now
Can you love me again?
(Can you love me again?)
Can you love me again?

[Bridge]
I told you once, I can't do this again
Do this again, oh lord
I told you once, I can't do this again
Do this again, oh no

[Chorus]
I need to know now, know now
Can you love me again?
I need to know now, know now
Can you love me again?
I need to know now, know now
(Can you love me again?)
(Can you love me again?)
Can you love me again?
Can you love me again?88Embed","['John Newman', 'Steve Booker']","['Steve Booker', 'Mike Spencer']",207291,0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,audio_features,5TbzAWWc5eJaANpA9kfGCd,spotify:track:5TbzAWWc5eJaANpA9kfGCd,https://api.spotify.com/v1/tracks/5TbzAWWc5eJaANpA9kfGCd,https://api.spotify.com/v1/audio-analysis/5TbzAWWc5eJaANpA9kfGCd,239894,4," know i've done wrong i left your heart torn is that what devils do? took you so low where only fools go i shook the angel in you   i need to know now, know now can you love me again? i need to know now, know now can you love me again? i need to know now, know now can you love me again? i need to know now, know now can you love me again? can you love me again?   now i'm rising from the ground rising up to you filled with all the strength i found there's nothing i can't do   i told you once, i can't do this again do this again, oh lord i told you once, i can't do this again do this again, oh no  [chorus] i need to know now, know now can you love me again? i need to know now, know now can you love me again? i need to know now, know now (can you love me again?) (can you love me again?) can you love me again? can you love me again?",77
Best Song Ever,One Direction,"88 ContributorsTranslationsPortuguêsBest Song Ever Lyrics[Verse 1: Harry]
Maybe it's the way she walked (Ow!)
Straight into my heart and stole it
Through the doors and past the guards (Ow!)
Just like she already owned it

[Pre-Chorus: Zayn]
I said, ""Can you give it back to me?""
She said, ""Never in your wildest dreams""

[Chorus: All]
And we danced all night to the best song ever
We knew every line, now I can't remember
How it goes, but I know that I won't forget her
'Cause we danced all night to the best song ever

[Post-Chorus: All]
I think it went, ""Oh, oh, oh,"" I think it went, ""Yeah, yeah, yeah""
I think it goes (Woo!)

[Verse 2: Liam, Harry]
Said her name was Georgia Rose (Ow!)
And her daddy was a dentist
Said I had a dirty mouth (I got a dirty mouth)
But she kissed me like she meant it
You might also like[Pre-Chorus: Niall]
I said, ""Can I take you home with me?""
She said, ""Never in your wildest dreams""

[Chorus: All, Zayn]
And we danced all night to the best song ever
We knew every line, now I can't remember (How it goes, but I know)
How it goes, but I know that I won't forget her
'Cause we danced all night to the best song ever

[Post-Chorus: All]
I think it went, ""Oh, oh, oh,"" I think it went, ""Yeah, yeah, yeah""
I think it goes (Woo!)

[Bridge: Louis, Zayn, All, Harry]
You know, I know, you know I'll remember you
And I know, you know, I know you'll remember me
And you know, I know, you know I'll remember you (Oh, oh, oh, yeah, yeah, yeah)
And I know, you know, I hope you'll remember how we danced (Oh, oh, oh, yeah, yeah, yeah, oh, oh, oh, yeah, yeah, yeah)
How we danced (Oh, oh, oh, one, two, one, two, three, ow!)

[Chorus: All, Zayn, Harry]
How we danced all night to the best song ever (How we danced)
We knew every line, now I can't remember (We knew every line)
How it goes, but I know that I won't forget her
'Cause we danced all night (We danced, we danced) to the best song ever (It goes something like this)
And we danced all night to the best song ever (Oh, oh, oh, yeah, yeah, yeah)
We knew every line, now I can't remember (Oh, oh, oh, yeah, yeah, yeah)
How it goes, but I know that I won't forget her (Oh, oh, oh, yeah, yeah, yeah, I know that I won't forget her)
'Cause we danced all night to the best song ever (Oh, oh, oh, yeah, yeah, yeah, best song ever)
[Post-Chorus: All]
I think it went, ""Oh, oh, oh,"" I think it went, ""Yeah, yeah, yeah""
I think it goes (Woo!)

[Outro: Zayn]
Best song ever
It was the best song ever
It was the best song ever
It was the best song ever55Embed","['Julian Bunetta', 'Ed Drewett', 'Wayne Hector', 'John The Blind']","['Matt Rad', 'Julian Bunetta', 'John The Blind']",194065,0.652,0.877,1,-2.986,1,0.0465,0.0227,0.0,0.0789,0.486,118.491,audio_features,5T7ZFtCcOgkpjxcuaeZbw0,spotify:track:5T7ZFtCcOgkpjxcuaeZbw0,https://api.spotify.com/v1/tracks/5T7ZFtCcOgkpjxcuaeZbw0,https://api.spotify.com/v1/audio-analysis/5T7ZFtCcOgkpjxcuaeZbw0,200107,4," maybe it's the way she walked (ow!) straight into my heart and stole it through the doors and past the guards (ow!) just like she already owned it   and we danced all night to the best song ever we knew every line, now i can't remember how it goes, but i know that i won't forget her 'cause we danced all night to the best song ever   said her name was georgia rose (ow!) and her daddy was a dentist said i had a dirty mouth (i got a dirty mouth) but she kissed me like she meant it you might also like and we danced all night to the best song ever we knew every line, now i can't remember (how it goes, but i know) how it goes, but i know that i won't forget her 'cause we danced all night to the best song ever   you know, i know, you know i'll remember you and i know, you know, i know you'll remember me and you know, i know, you know i'll remember you (oh, oh, oh, yeah, yeah, yeah) and i know, you know, i hope you'll remember how we danced (oh, oh, oh, yeah, yeah, yeah, oh, oh, oh, yeah, yeah, yeah) how we danced (oh, oh, oh, one, two, one, two, three, ow!)   i think it went, ""oh, oh, oh,"" i think it went, ""yeah, yeah, yeah"" i think it goes (woo!)   best song ever it was the best song ever it was the best song ever it was the best song ever",75
